2015 OSAP Repayment Assistance Participation Rates by Program,,,,,
Ontario Colleges of Applied Arts and Technology,,,,,
INSTITUTION NAME,PROGRAM NAME,# of Borrowers 2012-13 (1),# of 12-13 Borrowers who received Repayment Assistance (2),2015 Repayment Assistance Participation Rate (3),
HUMBER COLLEGE,Electronics Engineering Technology,12,4,33.3%,
HUMBER COLLEGE,Emergency Telecommunications,15,4,26.7%,
HUMBER COLLEGE,Energy Systems Engineering Technology,26,3,11.5%,
HUMBER COLLEGE,Esthetician,43,29,67.4%,
HUMBER COLLEGE,Event Management,24,11,45.8%,
HUMBER COLLEGE,Exercise Science And Lifestyle Management,13,3,23.1%,
HUMBER COLLEGE,Fashion Arts - Modelling And Fashion,84,32,38.1%,
HUMBER COLLEGE,Film And Television Production,60,24,40.0%,
HUMBER COLLEGE,Fitness And Health Promotion,72,20,27.8%,
HUMBER COLLEGE,Food And Beverage Service,*,*,*,
HUMBER COLLEGE,Food And Nutrition Administration,5,1,20.0%,
HUMBER COLLEGE,Food And Nutrition Management,11,2,18.2%,
HUMBER COLLEGE,Fundraising And Volunteer Management,46,9,19.6%,
HUMBER COLLEGE,Funeral Service Education,47,8,17.0%,
HUMBER COLLEGE,Game Programming,26,8,30.8%,
HUMBER COLLEGE,General Arts And Science,180,72,40.0%,
HUMBER COLLEGE,General Arts And Science - One-year,*,*,*,
HUMBER COLLEGE,Global Business Management,7,4,57.1%,
HUMBER COLLEGE,Graphic Design,32,10,31.3%,
HUMBER COLLEGE,Graphic Design Production,28,12,42.9%,
HUMBER COLLEGE,"Heating, Air Conditioning And Refrigeration Technology",14,5,35.7%,
HUMBER COLLEGE,"Heating, Refrigeration And Air Conditioning Technician",42,2,4.8%,
HUMBER COLLEGE,Horticulture Technician,10,0,0.0%,
HUMBER COLLEGE,Hospitality Management,75,21,28.0%,
HUMBER COLLEGE,Human Resources Management,70,27,38.6%,
HUMBER COLLEGE,Industrial Woodworking Technician,7,4,57.1%,
HUMBER COLLEGE,Information Technology Solutions,*,*,*,
HUMBER COLLEGE,Interior Decorating,34,10,29.4%,
HUMBER COLLEGE,International Business Management,*,*,*,
HUMBER COLLEGE,International Development,45,23,51.1%,
HUMBER COLLEGE,International Fashion Development And Management,5,1,20.0%,
HUMBER COLLEGE,Journalism - Print And Broadcast,61,23,37.7%,
HUMBER COLLEGE,Law And Security Administration,24,7,29.2%,
HUMBER COLLEGE,Law Clerk,103,42,40.8%,
HUMBER COLLEGE,Logistics And Supply Chain Management,26,12,46.2%,
HUMBER COLLEGE,Manufacturing Technician - Wood Products,11,1,9.1%,
HUMBER COLLEGE,Marketing Management,20,7,35.0%,
HUMBER COLLEGE,Massage Therapy,22,8,36.4%,
HUMBER COLLEGE,Mechanical Engineering Technology,5,2,40.0%,
HUMBER COLLEGE,Media Arts,35,11,31.4%,
HUMBER COLLEGE,Media Fundamentals,46,12,26.1%,
HUMBER COLLEGE,Mediation,6,3,50.0%,
HUMBER COLLEGE,Occupational Therapist Assistant/physiotherapist Assistant (ota/pta),23,9,39.1%,
HUMBER COLLEGE,Office Administration - General,15,6,40.0%,
HUMBER COLLEGE,Packaging Design,16,6,37.5%,
HUMBER COLLEGE,Paramedic,28,5,17.9%,
HUMBER COLLEGE,Personal Financial Services,7,2,28.6%,
HUMBER COLLEGE,Personal Support Worker,34,17,50.0%,
HUMBER COLLEGE,Pharmacy Technician,25,6,24.0%,
HUMBER COLLEGE,Photography,49,13,26.5%,
HUMBER COLLEGE,Plumbing Techniques,6,2,33.3%,
HUMBER COLLEGE,Police Foundations,173,57,32.9%,
HUMBER COLLEGE,Practical Nursing,128,57,44.5%,
HUMBER COLLEGE,Pre-music,5,3,60.0%,
HUMBER COLLEGE,Pre-service Firefighter Education And Training,17,2,11.8%,
HUMBER COLLEGE,Project Management,11,6,54.5%,
HUMBER COLLEGE,Public Administration,46,17,37.0%,
HUMBER COLLEGE,Public Relations,90,34,37.8%,
HUMBER COLLEGE,Recreation And Leisure Services,33,6,18.2%,
HUMBER COLLEGE,Regulatory Affairs,14,3,21.4%,
HUMBER COLLEGE,Research Analyst,18,11,61.1%,
HUMBER COLLEGE,Social Service Worker,70,29,41.4%,
HUMBER COLLEGE,Sport Management,37,11,29.7%,
HUMBER COLLEGE,Teachers Of English As A Second/foreign Language,10,5,50.0%,
HUMBER COLLEGE,Technology Of Website Development,5,4,80.0%,
HUMBER COLLEGE,Theatre Arts,18,3,16.7%,
HUMBER COLLEGE,Theatre Arts - Advanced,15,7,46.7%,
HUMBER COLLEGE,Tourism And Travel,84,30,35.7%,
HUMBER COLLEGE,Urban Arboriculture,*,*,*,
HUMBER COLLEGE,Visual And Digital Arts,21,8,38.1%,
HUMBER COLLEGE,Web Development,10,3,30.0%,
HUMBER COLLEGE,Website Management,*,*,*,
HUMBER COLLEGE Total,,"4,757","1,710",35.9%,
,,,,,
LA CITE COLLEGIALE,9-1-1 Emergency and Call Centre Communications,6,1,16.7%,
LA CITE COLLEGIALE,Advanced Care Paramedic,*,*,*,
LA CITE COLLEGIALE,Advertising,6,3,50.0%,
LA CITE COLLEGIALE,Animation,*,*,*,
LA CITE COLLEGIALE,Animation - Television,*,*,*,
LA CITE COLLEGIALE,Architectural Technology,7,0,0.0%,
LA CITE COLLEGIALE,Arts Culinaires,*,*,*,
LA CITE COLLEGIALE,Autism And Behavioural Science,*,*,*,
LA CITE COLLEGIALE,Bachelor Of Applied Technology (biotechnology),9,4,44.4%,
LA CITE COLLEGIALE,Broadcasting - Radio,*,*,*,
LA CITE COLLEGIALE,Broadcasting - Television,7,1,14.3%,
LA CITE COLLEGIALE,Building Construction Technician,9,4,44.4%,
LA CITE COLLEGIALE,Business Administration,35,15,42.9%,
LA CITE COLLEGIALE,Business Fundamentals,*,*,*,
LA CITE COLLEGIALE,Child And Youth Worker,18,8,44.4%,
LA CITE COLLEGIALE,Civil Engineering Technology,10,2,20.0%,
LA CITE COLLEGIALE,Community And Justice Services,15,4,26.7%,
LA CITE COLLEGIALE,Computer Engineering Technology,7,1,14.3%,
LA CITE COLLEGIALE,Computer Operator,5,2,40.0%,
LA CITE COLLEGIALE,Computer Programmer,5,4,80.0%,
LA CITE COLLEGIALE,Computer Systems Technician,6,2,33.3%,
LA CITE COLLEGIALE,Computer Systems Technology,*,*,*,
LA CITE COLLEGIALE,Construction Craft Worker Foundations,*,*,*,
LA CITE COLLEGIALE,Culinary Management,6,1,16.7%,
LA CITE COLLEGIALE,Dental Assisting (levels I And Ii),6,1,16.7%,
LA CITE COLLEGIALE,Dental Hygiene,*,*,*,
LA CITE COLLEGIALE,Developmental Services Worker,20,11,55.0%,
LA CITE COLLEGIALE,Early Childhood Education,42,19,45.2%,
LA CITE COLLEGIALE,Education En Services A L'Enfance,*,*,*,
LA CITE COLLEGIALE,Electrical Engineering Technician,14,5,35.7%,
LA CITE COLLEGIALE,Electrical Techniques,5,2,40.0%,
LA CITE COLLEGIALE,Electronics Engineering Technician,*,*,*,
LA CITE COLLEGIALE,Environmental Technology,*,*,*,
LA CITE COLLEGIALE,Esthetician,9,2,22.2%,
LA CITE COLLEGIALE,Event Management,*,*,*,
LA CITE COLLEGIALE,Forestry Technician,*,*,*,
LA CITE COLLEGIALE,General Arts And Science,16,3,18.8%,
LA CITE COLLEGIALE,Graphic Design Production,6,3,50.0%,
LA CITE COLLEGIALE,Hair Stylist,8,4,50.0%,
LA CITE COLLEGIALE,"Heating, Refrigeration And Air Conditioning Technician",19,7,36.8%,
LA CITE COLLEGIALE,Hospitality Management,*,*,*,
LA CITE COLLEGIALE,Information Security Technology,*,*,*,
LA CITE COLLEGIALE,Interior Decorating,*,*,*,
LA CITE COLLEGIALE,Interior Design,5,1,20.0%,
LA CITE COLLEGIALE,Journalism - Print And Broadcasting,*,*,*,
LA CITE COLLEGIALE,Law And Security Administration,15,4,26.7%,
LA CITE COLLEGIALE,Law Clerk,5,1,20.0%,
LA CITE COLLEGIALE,Masonry Techniques,*,*,*,
LA CITE COLLEGIALE,Mechanical Engineering Technology,5,1,20.0%,
LA CITE COLLEGIALE,Mechanical Technician,5,2,40.0%,
LA CITE COLLEGIALE,Medical Electroneurophysiology Technician,6,4,66.7%,
LA CITE COLLEGIALE,Motive Power Technician,5,1,20.0%,
LA CITE COLLEGIALE,Office Administration - Executive,9,3,33.3%,
LA CITE COLLEGIALE,Office Administration - General,*,*,*,
LA CITE COLLEGIALE,Parajuriste,7,4,57.1%,
LA CITE COLLEGIALE,Paramedic,7,0,0.0%,
LA CITE COLLEGIALE,Personal Support Worker,14,4,28.6%,
LA CITE COLLEGIALE,Pharmacy Assistant,12,4,33.3%,
LA CITE COLLEGIALE,Photography,5,4,80.0%,
LA CITE COLLEGIALE,Physiotherapist Assistant (p.t.a.),13,5,38.5%,
LA CITE COLLEGIALE,Plumbing Technician,5,2,40.0%,
LA CITE COLLEGIALE,Practical Nursing,31,21,67.7%,
LA CITE COLLEGIALE,Pre-media,*,*,*,
LA CITE COLLEGIALE,Pre-service Firefighter Education And Training,*,*,*,
LA CITE COLLEGIALE,Preparatory Health Sciences,7,0,0.0%,
LA CITE COLLEGIALE,Protective Security,*,*,*,
LA CITE COLLEGIALE,Public Relations,*,*,*,
LA CITE COLLEGIALE,Recreation And Leisure Services,18,3,16.7%,
LA CITE COLLEGIALE,Respiratory Therapy,9,1,11.1%,
LA CITE COLLEGIALE,Sales,*,*,*,
LA CITE COLLEGIALE,Security Management,6,4,66.7%,
LA CITE COLLEGIALE,Social Service Worker,26,11,42.3%,
LA CITE COLLEGIALE,Social Service Worker - Gerontology,14,10,71.4%,
LA CITE COLLEGIALE,Techniques De Services,5,1,20.0%,
LA CITE COLLEGIALE,Tourism And Travel,9,2,22.2%,
LA CITE COLLEGIALE,Wildlife Management,*,*,*,
LA CITE COLLEGIALE Total,,605,227,37.5%,
,,,,,
LAMBTON COLLEGE,Alternative (sustainable) Energy Engineering Technology,9,5,55.6%,
LAMBTON COLLEGE,Autism And Behavioural Science,*,*,*,
LAMBTON COLLEGE,Business,6,2,33.3%,
LAMBTON COLLEGE,Business Administration,16,4,25.0%,
LAMBTON COLLEGE,Business Administration - Human Resources,*,*,*,
LAMBTON COLLEGE,Business Administration - Marketing,7,2,28.6%,
LAMBTON COLLEGE,Business Management,*,*,*,
LAMBTON COLLEGE,Carpentry - Renovation,16,6,37.5%,
LAMBTON COLLEGE,Chemical Production Engineering Technology,60,11,18.3%,
LAMBTON COLLEGE,Child And Youth Worker,26,11,42.3%,
LAMBTON COLLEGE,Collaborative Nursing,15,5,33.3%,
LAMBTON COLLEGE,Communicative Disorders Assistant,10,4,40.0%,
LAMBTON COLLEGE,Community Integration Through Co-operative Education,11,2,18.2%,
LAMBTON COLLEGE,Computer Programmer,*,*,*,
LAMBTON COLLEGE,Contemporary Law Enforcement and Justice,8,4,50.0%,
LAMBTON COLLEGE,Culinary Management,16,6,37.5%,
LAMBTON COLLEGE,Developmental Disabilities,*,*,*,
LAMBTON COLLEGE,Developmental Service Worker,18,9,50.0%,
LAMBTON COLLEGE,Digital Photography,9,2,22.2%,
LAMBTON COLLEGE,Early Childhood Education,32,9,28.1%,
LAMBTON COLLEGE,Electrical Techniques,7,0,0.0%,
LAMBTON COLLEGE,Esthetician,15,10,66.7%,
LAMBTON COLLEGE,Fashion Merchandising,9,5,55.6%,
LAMBTON COLLEGE,Fire Protection Technology,23,6,26.1%,
LAMBTON COLLEGE,General Arts And Science,10,3,30.0%,
LAMBTON COLLEGE,General Arts And Science - One-year,8,3,37.5%,
LAMBTON COLLEGE,Hair Styling,16,7,43.8%,
LAMBTON COLLEGE,Hospitality Management,14,5,35.7%,
LAMBTON COLLEGE,Human Resources Management,5,4,80.0%,
LAMBTON COLLEGE,Human Services Foundation,5,1,20.0%,
LAMBTON COLLEGE,Information Technology Professional,*,*,*,
LAMBTON COLLEGE,Industrial Management,*,*,*,
LAMBTON COLLEGE,Instrumentation Engineering Technician,*,*,*,
LAMBTON COLLEGE,Instrumentation Engineering Technology,11,3,27.3%,
LAMBTON COLLEGE,Internet Programming And Database Mgm,*,*,*,
LAMBTON COLLEGE,Law And Security Administration,15,3,20.0%,
LAMBTON COLLEGE,Law Clerk,16,9,56.3%,
LAMBTON COLLEGE,Massage Therapy,19,3,15.8%,
LAMBTON COLLEGE,Mechanical Technician,17,3,17.6%,
LAMBTON COLLEGE,Office Administration - Executive,15,5,33.3%,
LAMBTON COLLEGE,Office Administration - General,*,*,*,
LAMBTON COLLEGE,Office Administration - Medical,13,4,30.8%,
LAMBTON COLLEGE,Paramedic,16,6,37.5%,
LAMBTON COLLEGE,Personal Support Worker,36,11,30.6%,
LAMBTON COLLEGE,Pharmacy Technician,5,3,60.0%,
LAMBTON COLLEGE,Police Foundations,28,9,32.1%,
LAMBTON COLLEGE,Power Engineering Technology - Chemical,9,1,11.1%,
LAMBTON COLLEGE,Practical Nursing,39,14,35.9%,
LAMBTON COLLEGE,Pre-service Firefighter Education And Training,16,5,31.3%,
LAMBTON COLLEGE,Pre-technology,5,1,20.0%,
LAMBTON COLLEGE,Preparatory Health Sciences,31,11,35.5%,
LAMBTON COLLEGE,Recreation For Special Populations,12,5,41.7%,
LAMBTON COLLEGE,Renovation Techniques,*,*,*,
LAMBTON COLLEGE,Retail Pharmacy Assistant,5,4,80.0%,
LAMBTON COLLEGE,Social Service Worker,23,11,47.8%,
LAMBTON COLLEGE,Sport Management,11,3,27.3%,
LAMBTON COLLEGE,Sports And Recreation Management,*,*,*,
LAMBTON COLLEGE,Welding Techniques,11,3,27.3%,
LAMBTON COLLEGE Total,,751,247,32.9%,
,,,,,
LOYALIST COLLEGE,Advertising,*,*,*,
LOYALIST COLLEGE,Advertising - Media Marketing And Sales,*,*,*,
LOYALIST COLLEGE,Architectural Technology,21,6,28.6%,
LOYALIST COLLEGE,Art Fundamentals,14,7,50.0%,
LOYALIST COLLEGE,Biotechnology Technician,11,3,27.3%,
LOYALIST COLLEGE,Broadcast Engineering Technology,7,0,0.0%,
LOYALIST COLLEGE,Broadcasting - Radio,22,7,31.8%,
LOYALIST COLLEGE,Business - Sales,17,1,5.9%,
LOYALIST COLLEGE,Business Administration,20,12,60.0%,
LOYALIST COLLEGE,Business Administration - Accounting,20,7,35.0%,
LOYALIST COLLEGE,Chemical Engineering Technology,5,2,40.0%,
LOYALIST COLLEGE,Child And Youth Worker,45,17,37.8%,
LOYALIST COLLEGE,Civil Engineering Technology,16,5,31.3%,
LOYALIST COLLEGE,Collaborative Nursing,10,4,40.0%,
LOYALIST COLLEGE,Community And Justice Services,47,15,31.9%,
LOYALIST COLLEGE,Construction Engineering Technician,8,0,0.0%,
LOYALIST COLLEGE,Court And Tribunal Agent,19,9,47.4%,
LOYALIST COLLEGE,Culinary Management,21,4,19.0%,
LOYALIST COLLEGE,Culinary Skills - Chef Training,5,1,20.0%,
LOYALIST COLLEGE,Developmental Services Worker,44,14,31.8%,
LOYALIST COLLEGE,Drafting Techniques,*,*,*,
LOYALIST COLLEGE,Early Childhood Education,48,20,41.7%,
LOYALIST COLLEGE,Electrical Techniques,26,4,15.4%,
LOYALIST COLLEGE,Environmental Technician,12,3,25.0%,
LOYALIST COLLEGE,Esthetician,15,8,53.3%,
LOYALIST COLLEGE,Film And Television Production,47,16,34.0%,
LOYALIST COLLEGE,Fitness And Health Promotion,17,7,41.2%,
LOYALIST COLLEGE,Food Service Worker,13,8,61.5%,
LOYALIST COLLEGE,General Arts And Science - Advanced,37,11,29.7%,
LOYALIST COLLEGE,Graphic Design,*,*,*,
LOYALIST COLLEGE,International Support Worker,*,*,*,
LOYALIST COLLEGE,Internet Applications and Web Development,*,*,*,
LOYALIST COLLEGE,Journalism - Print,13,4,30.8%,
LOYALIST COLLEGE,Law And Security Administration,39,10,25.6%,
LOYALIST COLLEGE,Manufacturing Engineering Technician,7,2,28.6%,
LOYALIST COLLEGE,Mechanical Techniques,*,*,*,
LOYALIST COLLEGE,Motive Power Fundamentals,6,2,33.3%,
LOYALIST COLLEGE,Motive Power Technician,11,2,18.2%,
LOYALIST COLLEGE,Office Administration - Medical,15,11,73.3%,
LOYALIST COLLEGE,Office Administration - Veterinary,*,*,*,
LOYALIST COLLEGE,Personal Support Worker,17,6,35.3%,
LOYALIST COLLEGE,Photojournalism,19,6,31.6%,
LOYALIST COLLEGE,Police Foundations,37,6,16.2%,
LOYALIST COLLEGE,Practical Nursing,39,11,28.2%,
LOYALIST COLLEGE,Pre-media,*,*,*,
LOYALIST COLLEGE,Public Relations,12,3,25.0%,
LOYALIST COLLEGE,Recreation And Leisure Services,*,*,*,
LOYALIST COLLEGE,Renovation Techniques,5,0,0.0%,
LOYALIST COLLEGE,Small Business - Office Automation,*,*,*,
LOYALIST COLLEGE,Social Service Worker,47,22,46.8%,
LOYALIST COLLEGE,Sports Journalism,7,4,57.1%,
LOYALIST COLLEGE,Survey Technician,8,4,50.0%,
LOYALIST COLLEGE,Welding Techniques,16,3,18.8%,
LOYALIST COLLEGE Total,,884,294,33.3%,
,,,,,
MOHAWK COLLEGE,Advanced Security Management,14,4,28.6%,
MOHAWK COLLEGE,Advertising,39,12,30.8%,
MOHAWK COLLEGE,Architectural Technician,*,*,*,
MOHAWK COLLEGE,Architectural Technology,31,8,25.8%,
MOHAWK COLLEGE,Art Fundamentals,13,3,23.1%,
MOHAWK COLLEGE,Autism And Behavioural Science,14,6,42.9%,
MOHAWK COLLEGE,Aviation Technician - Aircraft Maintenance,15,6,40.0%,
MOHAWK COLLEGE,Biotechnology Technician,40,13,32.5%,
MOHAWK COLLEGE,Broadcasting - Radio,46,11,23.9%,
MOHAWK COLLEGE,Broadcasting - Radio And Television,12,4,33.3%,
MOHAWK COLLEGE,Business,37,7,18.9%,
MOHAWK COLLEGE,Business - Accounting,84,24,28.6%,
MOHAWK COLLEGE,Business - Marketing,39,11,28.2%,
MOHAWK COLLEGE,Business Administration,51,14,27.5%,
MOHAWK COLLEGE,Business Fundamentals,13,2,15.4%,
MOHAWK COLLEGE,Cardiovascular Technology,27,8,29.6%,
MOHAWK COLLEGE,Chemical Engineering Technician,*,*,*,
MOHAWK COLLEGE,Chemical Engineering Technology,26,6,23.1%,
MOHAWK COLLEGE,Child And Youth Worker,67,38,56.7%,
MOHAWK COLLEGE,Civil Engineering Technician,*,*,*,
MOHAWK COLLEGE,Civil Engineering Technology,67,19,28.4%,
MOHAWK COLLEGE,Collaborative Nursing,113,32,28.3%,
MOHAWK COLLEGE,Community And Justice Services,9,4,44.4%,
MOHAWK COLLEGE,Community Mental Health - Multidiscipline,16,6,37.5%,
MOHAWK COLLEGE,Community Planning,12,6,50.0%,
MOHAWK COLLEGE,Computer Engineering Technician,*,*,*,
MOHAWK COLLEGE,Computer Systems Technician,24,6,25.0%,
MOHAWK COLLEGE,Computer Systems Technology,70,20,28.6%,
MOHAWK COLLEGE,Construction Engineering Technician,27,5,18.5%,
MOHAWK COLLEGE,Diagnostic Cardiac Sonography,23,3,13.0%,
MOHAWK COLLEGE,Early Childhood Education,118,43,36.4%,
MOHAWK COLLEGE,Educational Assistant,40,19,47.5%,
MOHAWK COLLEGE,Electrical Engineering Technician,20,1,5.0%,
MOHAWK COLLEGE,Electrical Engineering Technology,52,11,21.2%,
MOHAWK COLLEGE,Electronics Engineering Technician,22,6,27.3%,
MOHAWK COLLEGE,Electronics Engineering Technology,*,*,*,
MOHAWK COLLEGE,Energy Systems Engineering Technology,18,3,16.7%,
MOHAWK COLLEGE,Environmental Technician,16,6,37.5%,
MOHAWK COLLEGE,Financial Services,19,1,5.3%,
MOHAWK COLLEGE,Fitness And Health Promotion,60,20,33.3%,
MOHAWK COLLEGE,Gas And Oil Burner Technician 2,18,6,33.3%,
MOHAWK COLLEGE,General Arts And Science,83,22,26.5%,
MOHAWK COLLEGE,General Arts And Science - One-year,*,*,*,
MOHAWK COLLEGE,Graphic Design Production,82,26,31.7%,
MOHAWK COLLEGE,"Heating, Refrigeration And Air Conditioning Techniques",14,5,35.7%,
MOHAWK COLLEGE,Human Resources Management,22,12,54.5%,
MOHAWK COLLEGE,Human Services Foundation,12,2,16.7%,
MOHAWK COLLEGE,Instructor For The Blind And Visually Impaired,7,3,42.9%,
MOHAWK COLLEGE,Insurance,54,10,18.5%,
MOHAWK COLLEGE,Journalism - Print And Broadcast,21,10,47.6%,
MOHAWK COLLEGE,Law And Security - Basic,6,3,50.0%,
MOHAWK COLLEGE,Law And Security Administration,39,12,30.8%,
MOHAWK COLLEGE,Manufacturing Engineering Technician,13,3,23.1%,
MOHAWK COLLEGE,Manufacturing Technician - Wood Products,9,1,11.1%,
MOHAWK COLLEGE,Manufacturing Techniques - Wood Products,*,*,*,
MOHAWK COLLEGE,Mechanical Engineering Technology,29,13,44.8%,
MOHAWK COLLEGE,Mechanical Techniques,21,6,28.6%,
MOHAWK COLLEGE,Motive Power Fundamentals,*,*,*,
MOHAWK COLLEGE,Motive Power Technician,21,6,28.6%,
MOHAWK COLLEGE,Music,18,6,33.3%,
MOHAWK COLLEGE,Occupational Therapist Assistant/physiotherapist Assistant (ota/pta),22,10,45.5%,
MOHAWK COLLEGE,Office Administration - General,157,59,37.6%,
MOHAWK COLLEGE,Personal Support Worker,35,9,25.7%,
MOHAWK COLLEGE,Pharmacy Technician,14,4,28.6%,
MOHAWK COLLEGE,Photography,19,2,10.5%,
MOHAWK COLLEGE,Police Foundations,70,15,21.4%,
MOHAWK COLLEGE,Practical Nursing,110,35,31.8%,
MOHAWK COLLEGE,Pre-media,11,0,0.0%,
MOHAWK COLLEGE,Pre-music,7,3,42.9%,
MOHAWK COLLEGE,Pre-technology,32,14,43.8%,
MOHAWK COLLEGE,Preparatory Health Sciences,51,11,21.6%,
MOHAWK COLLEGE,Public Relations,13,4,30.8%,
MOHAWK COLLEGE,Quality Engineering Technician-non Destructive Evaluation,9,2,22.2%,
MOHAWK COLLEGE,Recreation And Leisure Services,51,14,27.5%,
MOHAWK COLLEGE,Recreation Therapy,*,*,*,
MOHAWK COLLEGE,Small Business And Entrepreneurship,29,9,31.0%,
MOHAWK COLLEGE,Social Service Worker,63,33,52.4%,
MOHAWK COLLEGE,Stationary Engineering,23,7,30.4%,
MOHAWK COLLEGE,Tourism And Travel,46,11,23.9%,
MOHAWK COLLEGE Total,,"2,548",785,30.8%,
,,*,*,*,
NIAGARA COLLEGE,Acting For Film And Television,26,7,26.9%,
NIAGARA COLLEGE,Advanced Lasers,*,*,*,
NIAGARA COLLEGE,Advanced Security Management,9,0,0.0%,
NIAGARA COLLEGE,Art Fundamentals,22,6,27.3%,
NIAGARA COLLEGE,Autism And Behavioural Science,15,5,33.3%,
NIAGARA COLLEGE,Bachelor Of Applied Business (hospitality Operations Management),21,8,38.1%,
NIAGARA COLLEGE,Bachelor Of Applied Business (international Commerce And Global Development),14,4,28.6%,
NIAGARA COLLEGE,Brewmaster and Brewery Operations Management,10,3,30.0%,
NIAGARA COLLEGE,Broadcasting - Radio And Television,46,21,45.7%,
NIAGARA COLLEGE,Business,31,6,19.4%,
NIAGARA COLLEGE,Business - Accounting,18,7,38.9%,
NIAGARA COLLEGE,Business - Sales,24,5,20.8%,
NIAGARA COLLEGE,Business Administration - Accounting,11,7,63.6%,
NIAGARA COLLEGE,Business Administration - Human Resources,11,6,54.5%,
NIAGARA COLLEGE,Business Administration - International Business,*,*,*,
NIAGARA COLLEGE,Business Administration - Marketing,14,3,21.4%,
NIAGARA COLLEGE,Business Administration - Operations Management,33,8,24.2%,
NIAGARA COLLEGE,Business Administration - Professional Golf Management,22,4,18.2%,
NIAGARA COLLEGE,Carpentry - Renovation,17,1,5.9%,
NIAGARA COLLEGE,Child And Youth Worker,33,12,36.4%,
NIAGARA COLLEGE,Civil Engineering Technician,12,2,16.7%,
NIAGARA COLLEGE,Community And Justice Services,42,16,38.1%,
NIAGARA COLLEGE,Computer Engineering Technology,47,9,19.1%,
NIAGARA COLLEGE,Computer Programmer Analyst,26,9,34.6%,
NIAGARA COLLEGE,Computer Systems Technician,12,1,8.3%,
NIAGARA COLLEGE,Construction Engineering Technology,22,4,18.2%,
NIAGARA COLLEGE,Culinary Innovation and Food Technology,*,*,*,
NIAGARA COLLEGE,Culinary Management,72,26,36.1%,
NIAGARA COLLEGE,Culinary Skills - Chef Training,36,7,19.4%,
NIAGARA COLLEGE,Dental Assisting (levels I And Ii),32,6,18.8%,
NIAGARA COLLEGE,Dental Hygiene,42,14,33.3%,
NIAGARA COLLEGE,Dental Office Administration,11,4,36.4%,
NIAGARA COLLEGE,Digital Photography And Imaging,20,7,35.0%,
NIAGARA COLLEGE,Early Childhood Education,81,31,38.3%,
NIAGARA COLLEGE,Educational Resources And Special Needs,64,24,37.5%,
NIAGARA COLLEGE,Electrical Engineering Technician,12,4,33.3%,
NIAGARA COLLEGE,Electrical Techniques,27,10,37.0%,
NIAGARA COLLEGE,Environmental Control,24,5,20.8%,
NIAGARA COLLEGE,Environmental Studies,21,3,14.3%,
NIAGARA COLLEGE,Environmental Technician,10,1,10.0%,
NIAGARA COLLEGE,Esthetician,37,18,48.6%,
NIAGARA COLLEGE,Event Management,18,4,22.2%,
NIAGARA COLLEGE,Exercise Science And Lifestyle Management,10,4,40.0%,
NIAGARA COLLEGE,Fitness And Health Promotion,15,3,20.0%,
NIAGARA COLLEGE,Game Development,14,1,7.1%,
NIAGARA COLLEGE,General Arts And Science,44,23,52.3%,
NIAGARA COLLEGE,General Arts And Science - One-year,52,21,40.4%,
NIAGARA COLLEGE,Geographic Information Systems,61,9,14.8%,
NIAGARA COLLEGE,Geographic Information Systems - Cartographic Specialist,16,4,25.0%,
NIAGARA COLLEGE,Graphic Design,38,12,31.6%,
NIAGARA COLLEGE,Greenhouse Technician,14,2,14.3%,
NIAGARA COLLEGE,Hairstyling Techniques,36,13,36.1%,
NIAGARA COLLEGE,Horticulture Technician,36,9,25.0%,
NIAGARA COLLEGE,Hospitality Administration,27,8,29.6%,
NIAGARA COLLEGE,Hospitality Management,*,*,*,
NIAGARA COLLEGE,Human Resources Management,39,12,30.8%,
NIAGARA COLLEGE,Human Services Foundation,20,6,30.0%,
NIAGARA COLLEGE,Integrated Energy Systems Technician,23,5,21.7%,
NIAGARA COLLEGE,International Business,26,9,34.6%,
NIAGARA COLLEGE,Journalism - Print And Broadcasting,66,19,28.8%,
NIAGARA COLLEGE,Landscape And Horticultural Techniques,*,*,*,
NIAGARA COLLEGE,Law And Security Administration,21,6,28.6%,
NIAGARA COLLEGE,Law Clerk,35,14,40.0%,
NIAGARA COLLEGE,Manufacturing Engineering Technician,11,2,18.2%,
NIAGARA COLLEGE,Mechanical Engineering Technician,6,1,16.7%,
NIAGARA COLLEGE,Mechanical Engineering Technology,7,3,42.9%,
NIAGARA COLLEGE,Mechanical Techniques,*,*,*,
NIAGARA COLLEGE,Media Arts,15,7,46.7%,
NIAGARA COLLEGE,Military Arts And Science,*,*,*,
NIAGARA COLLEGE,Motive Power Automotive Co-Op,8,3,37.5%,
NIAGARA COLLEGE,Motive Power Fundamentals,8,2,25.0%,
NIAGARA COLLEGE,Motive Power Technician,7,1,14.3%,
NIAGARA COLLEGE,Motive Power Technician Automotive,11,2,18.2%,
NIAGARA COLLEGE,Occupational Therapist Assistant/physiotherapist Assistant (ota/pta),8,1,12.5%,
NIAGARA COLLEGE,Office Administration - Executive,22,8,36.4%,
NIAGARA COLLEGE,Office Administration - General,8,2,25.0%,
NIAGARA COLLEGE,Office Administration - Medical,8,3,37.5%,
NIAGARA COLLEGE,Paramedic,29,4,13.8%,
NIAGARA COLLEGE,Personal Support Worker,38,14,36.8%,
NIAGARA COLLEGE,Pharmacy Technician,26,5,19.2%,
NIAGARA COLLEGE,Photonics Engineering Technician,*,*,*,
