2014 OSAP Repayment Assistance Participation Rates by Program,,,,,
Ontario Colleges of Applied Arts and Technology,,,,,
INSTITUTION NAME,PROGRAM NAME,# of Borrowers 2011-12 (1),# of 11-12 Borrowers who received Repayment Assistance (2),2014 Repayment Assistance Participation Rate (3),
HUMBER COLLEGE,Paramedic,22,11,50.0%,
HUMBER COLLEGE,Personal Support Worker,24,18,75.0%,
HUMBER COLLEGE,Pharmacy Technician,22,3,13.6%,
HUMBER COLLEGE,Police Foundations,172,48,27.9%,
HUMBER COLLEGE,Post-Production,11,4,36.4%,
HUMBER COLLEGE,Practical Nursing,116,45,38.8%,
HUMBER COLLEGE,Pre-Service Firefighter Education And Training,35,10,28.6%,
HUMBER COLLEGE,Project Management,18,9,50.0%,
HUMBER COLLEGE,Public Administration,26,8,30.8%,
HUMBER COLLEGE,Public Relations,113,37,32.7%,
HUMBER COLLEGE,Recreation And Leisure Services,16,5,31.3%,
HUMBER COLLEGE,Regulatory Affairs,17,2,11.8%,
HUMBER COLLEGE,Social Service Worker,65,33,50.8%,
HUMBER COLLEGE,Sport Management,18,2,11.1%,
HUMBER COLLEGE,Supply Chain Management,29,15,51.7%,
HUMBER COLLEGE,Sustainable Energy And Building Technology,20,2,10.0%,
HUMBER COLLEGE,Teaching English As A Second Language,11,7,63.6%,
HUMBER COLLEGE,Television Writing And Producing,15,6,40.0%,
HUMBER COLLEGE,Theatre Arts - Advanced,14,1,7.1%,
HUMBER COLLEGE,Theatre Arts - Performance,17,6,35.3%,
HUMBER COLLEGE,Tourism Management - Travel Industry Services,63,24,38.1%,
HUMBER COLLEGE,Urban Arboriculture,*,*,*,
HUMBER COLLEGE,Visual And Digital Arts,27,11,40.7%,
HUMBER COLLEGE,Web Development,15,5,33.3%,
HUMBER COLLEGE,Wireless And Telecommunications Technology,*,*,*,
HUMBER COLLEGE Total,,"4,117","1,519",36.9%,
,,, , ,
LA CITE COLLEGIALE,Administration Des Affaires,*,*,*,
LA CITE COLLEGIALE,Arts Culinaires,*,*,*,
LA CITE COLLEGIALE,Advertising - Creative,*,*,*,
LA CITE COLLEGIALE,Animation - 3d,*,*,*,
LA CITE COLLEGIALE,Architectural Technology,9,4,44.4%,
LA CITE COLLEGIALE,Autisme Et Sciences Du Comportement,*,*,*,
LA CITE COLLEGIALE,Baccalauréat En Biotechnologie,6,1,16.7%,
LA CITE COLLEGIALE,Broadcasting - Television,8,2,25.0%,
LA CITE COLLEGIALE,Business Administration,39,15,38.5%,
LA CITE COLLEGIALE,Child Care Worker,16,6,37.5%,
LA CITE COLLEGIALE,Civil Engineering Technology - Construction,8,1,12.5%,
LA CITE COLLEGIALE,Communication 911,7,2,28.6%,
LA CITE COLLEGIALE,Computer Operator,7,4,57.1%,
LA CITE COLLEGIALE,Computer Programmer,5,3,60.0%,
LA CITE COLLEGIALE,Computer Systems Technician,12,4,33.3%,
LA CITE COLLEGIALE,Computer Technology - Computing Science,5,1,20.0%,
LA CITE COLLEGIALE,Correctional Worker,14,6,42.9%,
LA CITE COLLEGIALE,Cosmetic Sales,*,*,*,
LA CITE COLLEGIALE,Culinary Management,8,2,25.0%,
LA CITE COLLEGIALE,Dental Assisting (Levels I And Ii),9,3,33.3%,
LA CITE COLLEGIALE,Dental Hygiene,12,3,25.0%,
LA CITE COLLEGIALE,Design De Coiffure,5,2,40.0%,
LA CITE COLLEGIALE,Developmental Services Worker,11,5,45.5%,
LA CITE COLLEGIALE,Décoration Intérieure,*,*,*,
LA CITE COLLEGIALE,Early Childhood Education,38,12,31.6%,
LA CITE COLLEGIALE,Education En Services A L'enfance,*,*,*,
LA CITE COLLEGIALE,Electronics Engineering Technology,*,*,*,
LA CITE COLLEGIALE,Environmental Science Technician,*,*,*,
LA CITE COLLEGIALE,Forestry Technician,6,0,0.0%,
LA CITE COLLEGIALE,General Arts And Science,16,7,43.8%,
LA CITE COLLEGIALE,Gestion D'événements - Festivals Et Congrès,*,*,*,
LA CITE COLLEGIALE,Graphic Design,5,1,20.0%,
LA CITE COLLEGIALE,"Heating, Air Conditioning And Refrigeration Technician",9,4,44.4%,
LA CITE COLLEGIALE,Hotel And Restaurant Management,5,2,40.0%,
LA CITE COLLEGIALE,Interior Design - Advanced,*,*,*,
LA CITE COLLEGIALE,Journalism,*,*,*,
LA CITE COLLEGIALE,Law And Security Administration,19,2,10.5%,
LA CITE COLLEGIALE,Legal Assistant,5,2,40.0%,
LA CITE COLLEGIALE,Mechanical Engineering Technology,*,*,*,
LA CITE COLLEGIALE,Mechanical Technician - Toolmaking,*,*,*,
LA CITE COLLEGIALE,Office Administration - Administrative Support,16,8,50.0%,
LA CITE COLLEGIALE,Office Administration - General,8,5,62.5%,
LA CITE COLLEGIALE,Parajuriste,*,*,*,
LA CITE COLLEGIALE,Parajuriste,*,*,*,
LA CITE COLLEGIALE,Paramedic,6,0,0.0%,
LA CITE COLLEGIALE,Pharmacy Assistant,5,4,80.0%,
LA CITE COLLEGIALE,Physiotherapist Assistant,6,2,33.3%,
LA CITE COLLEGIALE,Practical Nursing,29,17,58.6%,
LA CITE COLLEGIALE,Pratique De L'électricité,*,*,*,
LA CITE COLLEGIALE,Pratiques En Administration Des Affaires,*,*,*,
LA CITE COLLEGIALE,Pre-Health Sciences,14,4,28.6%,
LA CITE COLLEGIALE,Protection Et Sécurité Aéroportuaire,*,*,*,
LA CITE COLLEGIALE,Protective Security,*,*,*,
LA CITE COLLEGIALE,Prémédias,*,*,*,
LA CITE COLLEGIALE,Préposés Aux Services De Soutiens Personnels,13,5,38.5%,
LA CITE COLLEGIALE,Public Relations,12,5,41.7%,
LA CITE COLLEGIALE,Recreation Leadership,28,6,21.4%,
LA CITE COLLEGIALE,Respiratory Therapy,5,1,20.0%,
LA CITE COLLEGIALE,Science Technician - Photographic,*,*,*,
LA CITE COLLEGIALE,Security Management,6,3,50.0%,
LA CITE COLLEGIALE,Services D'incendie-Programme Préparatoire,*,*,*,
LA CITE COLLEGIALE,Social Service Worker,29,9,31.0%,
LA CITE COLLEGIALE,Social Worker - Gerontology,5,3,60.0%,
LA CITE COLLEGIALE,Techniques D'aménagement De La Faune,*,*,*,
LA CITE COLLEGIALE,Techniques D'esthétique,9,4,44.4%,
LA CITE COLLEGIALE,Techniques D'électroneurophysiologie Médicale,*,*,*,
LA CITE COLLEGIALE,Techniques Des Véhicules Automobiles,14,3,21.4%,
LA CITE COLLEGIALE,Techniques Du Génie Électrique,11,3,27.3%,
LA CITE COLLEGIALE,Techniques De La Construction Et Du Bâtiment,11,4,36.4%,
LA CITE COLLEGIALE,Techniques De Plomberie,10,4,40.0%,
LA CITE COLLEGIALE,Techniques De Travail Social,*,*,*,
LA CITE COLLEGIALE,Techniques Maçonnerie,*,*,*,
LA CITE COLLEGIALE,Technologie De La Sécurité De L'information,*,*,*,
LA CITE COLLEGIALE,Technologie De L’information – Réseaux Informatiques,*,*,*,
LA CITE COLLEGIALE,Tourisme Et Voyage,5,1,20.0%,
LA CITE COLLEGIALE,Travail En Chantier Résidentiel,*,*,*,
LA CITE COLLEGIALE Total,,585,204,34.9%,
,,,,,
LAMBTON COLLEGE,Alternative (Sustainable) Energy Engineering Technology,16,6,37.5%,
LAMBTON COLLEGE,Autism And Behavioural Science,9,4,44.4%,
LAMBTON COLLEGE,Business,*,*,*,
LAMBTON COLLEGE,Business Administration,12,4,33.3%,
LAMBTON COLLEGE,Business Administration - Human Resources,*,*,*,
LAMBTON COLLEGE,Business Administration - International Trade,*,*,*,
LAMBTON COLLEGE,Business Administration - Marketing,6,2,33.3%,
LAMBTON COLLEGE,Business Management,*,*,*,
LAMBTON COLLEGE,Chemical Production And Power Engineering Technology,49,9,18.4%,
LAMBTON COLLEGE,Child And Youth Worker,24,10,41.7%,
LAMBTON COLLEGE,Collaborative Nursing,18,5,27.8%,
LAMBTON COLLEGE,Communicative Disorders Assistant,7,3,42.9%,
LAMBTON COLLEGE,Community Integration Through Co-Operative Education,9,0,0.0%,
LAMBTON COLLEGE,Computer Programmer,8,4,50.0%,
LAMBTON COLLEGE,Construction Carpentry Techniques,6,4,66.7%,
LAMBTON COLLEGE,Culinary Management,11,4,36.4%,
LAMBTON COLLEGE,Developmental Disabilities,*,*,*,
LAMBTON COLLEGE,Early Childhood Education,29,11,37.9%,
LAMBTON COLLEGE,Electrical Techniques,*,*,*,
LAMBTON COLLEGE,Esthetician,16,9,56.3%,
LAMBTON COLLEGE,Fashion Business,*,*,*,
LAMBTON COLLEGE,Fire Science Technology,10,2,20.0%,
LAMBTON COLLEGE,General Arts And Science,*,*,*,
LAMBTON COLLEGE,General Arts And Science - One-Year,15,5,33.3%,
LAMBTON COLLEGE,General Arts And Science - Degree Preparation,*,*,*,
LAMBTON COLLEGE,Hospitality And Tourism Management,7,2,28.6%,
LAMBTON COLLEGE,Human Resources Management,10,5,50.0%,
LAMBTON COLLEGE,Human Services Foundation,6,3,50.0%,
LAMBTON COLLEGE,Instrumentation Engineering Technician - Industrial,*,*,*,
LAMBTON COLLEGE,Instrumentation Engineering Technology - Industrial,22,2,9.1%,
LAMBTON COLLEGE,Information Technology Professional,*,*,*,
LAMBTON COLLEGE,Law And Security Administration - Private Security,13,3,23.1%,
LAMBTON COLLEGE,Law Clerk,*,*,*,
LAMBTON COLLEGE,Massage Therapy,18,9,50.0%,
LAMBTON COLLEGE,Mechanical Technician - Industrial Maintenance,13,3,23.1%,
LAMBTON COLLEGE,Office Administration - Executive,19,10,52.6%,
LAMBTON COLLEGE,Office Administration - General,14,7,50.0%,
LAMBTON COLLEGE,Office Administration - Medical,12,6,50.0%,
LAMBTON COLLEGE,Paramedic,16,3,18.8%,
LAMBTON COLLEGE,Personal Support Worker,46,21,45.7%,
LAMBTON COLLEGE,Pharmacy Technician,6,1,16.7%,
LAMBTON COLLEGE,Police Foundations,23,5,21.7%,
LAMBTON COLLEGE,Power Engineering Technology - Chemical,*,*,*,
LAMBTON COLLEGE,Practical Nursing,27,10,37.0%,
LAMBTON COLLEGE,Pre-Health Sciences,24,5,20.8%,
LAMBTON COLLEGE,Pre-Service Firefighter Education And Training,12,1,8.3%,
LAMBTON COLLEGE,Pre-Technology,*,*,*,
LAMBTON COLLEGE,Renovation Construction Technician,11,3,27.3%,
LAMBTON COLLEGE,Retail Pharmacy Assistant,*,*,*,
LAMBTON COLLEGE,Social Service Worker,18,12,66.7%,
LAMBTON COLLEGE,Sports And Recreation Administration,16,4,25.0%,
LAMBTON COLLEGE,Welding Techniques,9,1,11.1%,
LAMBTON COLLEGE Total,,623,210,33.7%,
,,, , ,
LOYALIST COLLEGE,Advertising,10,5,50.0%,
LOYALIST COLLEGE,Architectural Technology,15,4,26.7%,
LOYALIST COLLEGE,Art And Design Foundations,10,5,50.0%,
LOYALIST COLLEGE,Biotechnology Technician,11,5,45.5%,
LOYALIST COLLEGE,Broadcast Engineering Technology,5,0,0.0%,
LOYALIST COLLEGE,Broadcasting - Radio,17,4,23.5%,
LOYALIST COLLEGE,Business Administration,28,14,50.0%,
LOYALIST COLLEGE,Business Administration - Accounting,17,9,52.9%,
LOYALIST COLLEGE,Business Sales And Marketing,14,4,28.6%,
LOYALIST COLLEGE,Chemical Engineering Technician,*,*,*,
LOYALIST COLLEGE,Chemical Engineering Technology,9,2,22.2%,
LOYALIST COLLEGE,Child And Youth Worker,50,21,42.0%,
LOYALIST COLLEGE,Civil Engineering Technology,16,4,25.0%,
LOYALIST COLLEGE,Collaborative Nursing,8,2,25.0%,
LOYALIST COLLEGE,Community And Justice Services,52,17,32.7%,
LOYALIST COLLEGE,Construction Engineering Technician,*,*,*,
LOYALIST COLLEGE,Construction Techniques,9,4,44.4%,
LOYALIST COLLEGE,Culinary Management,10,5,50.0%,
LOYALIST COLLEGE,Culinary Skills - Chef Training,*,*,*,
LOYALIST COLLEGE,Developmental Services Worker,38,15,39.5%,
LOYALIST COLLEGE,Early Childhood Education,37,18,48.6%,
LOYALIST COLLEGE,Electrical Techniques,32,7,21.9%,
LOYALIST COLLEGE,Environmental Technician,14,7,50.0%,
LOYALIST COLLEGE,Esthetics And Spa Management,21,9,42.9%,
LOYALIST COLLEGE,Fitness And Health Promotion,19,4,21.1%,
LOYALIST COLLEGE,Food Service Worker,6,3,50.0%,
LOYALIST COLLEGE,General Arts And Science - Advanced,39,11,28.2%,
LOYALIST COLLEGE,International Support Worker,*,*,*,
LOYALIST COLLEGE,Journalism - Print,12,3,25.0%,
LOYALIST COLLEGE,Law And Security Administration,11,6,54.5%,
LOYALIST COLLEGE,Law And Security Administration - Corporate And Commercial Security,29,11,37.9%,
LOYALIST COLLEGE,Law And Security Administration - Customs Border Services,23,6,26.1%,
LOYALIST COLLEGE,Manufacturing Engineering Technician,10,1,10.0%,
LOYALIST COLLEGE,Mechanical Techniques,*,*,*,
LOYALIST COLLEGE,Media Arts - New Media Production And Animation,48,17,35.4%,
LOYALIST COLLEGE,Media Experience,*,*,*,
LOYALIST COLLEGE,Motive Power Technician - Service And Management (Year 1),6,3,50.0%,
LOYALIST COLLEGE,Office Administration - Medical,11,4,36.4%,
LOYALIST COLLEGE,Office Administration - Medical Transcription,*,*,*,
LOYALIST COLLEGE,Office Administration - Veterinary,*,*,*,
LOYALIST COLLEGE,Personal Support Worker,18,4,22.2%,
LOYALIST COLLEGE,Photojournalism,30,9,30.0%,
LOYALIST COLLEGE,Police Foundations,35,11,31.4%,
LOYALIST COLLEGE,Practical Nursing,24,7,29.2%,
LOYALIST COLLEGE,Public Relations,16,6,37.5%,
LOYALIST COLLEGE,Recreation And Leisure Services,*,*,*,
LOYALIST COLLEGE,Residential Drafting And Design Techniques,*,*,*,
LOYALIST COLLEGE,Small Business - Office Automation,7,3,42.9%,
LOYALIST COLLEGE,Social Service Worker,44,20,45.5%,
LOYALIST COLLEGE,Sports Journalism,*,*,*,
LOYALIST COLLEGE,Survey Engineering Technician,*,*,*,
LOYALIST COLLEGE,Welding Techniques,13,6,46.2%,
LOYALIST COLLEGE Total,,856,304,35.5%,
,,,,,
MOHAWK COLLEGE,Advanced Police Studies,8,5,62.5%,
MOHAWK COLLEGE,Advertising,44,12,27.3%,
MOHAWK COLLEGE,Applied Music,16,4,25.0%,
MOHAWK COLLEGE,Applied Music Preparatory,10,2,20.0%,
MOHAWK COLLEGE,Architectural Technician,6,1,16.7%,
MOHAWK COLLEGE,Architectural Technology,39,11,28.2%,
MOHAWK COLLEGE,Art And Design Foundations,9,6,66.7%,
MOHAWK COLLEGE,Autism And Behavioural Science,12,3,25.0%,
MOHAWK COLLEGE,Aviation Technician - Aircraft Maintenance,14,2,14.3%,
MOHAWK COLLEGE,Biotechnology Technician,26,9,34.6%,
MOHAWK COLLEGE,Broadcasting - Radio,38,11,28.9%,
MOHAWK COLLEGE,Broadcasting - Television And Communications Media,13,3,23.1%,
MOHAWK COLLEGE,Business,50,18,36.0%,
MOHAWK COLLEGE,Business - Accounting,64,24,37.5%,
MOHAWK COLLEGE,Business - Marketing,45,15,33.3%,
MOHAWK COLLEGE,Business Administration,49,10,20.4%,
MOHAWK COLLEGE,Business-Financial Services,12,3,25.0%,
MOHAWK COLLEGE,Cardiovascular Technology,15,5,33.3%,
MOHAWK COLLEGE,Chemical Engineering Technician - Computer Applications,*,*,*,
MOHAWK COLLEGE,Chemical Engineering Technology,23,4,17.4%,
MOHAWK COLLEGE,Child And Youth Worker,74,29,39.2%,
MOHAWK COLLEGE,Civil Engineering Technician,5,3,60.0%,
MOHAWK COLLEGE,Civil Engineering Technology,27,11,40.7%,
MOHAWK COLLEGE,Collaborative Nursing,98,21,21.4%,
MOHAWK COLLEGE,Community Planning And Development Technician,13,4,30.8%,
MOHAWK COLLEGE,Computer Engineering Technician,7,2,28.6%,
MOHAWK COLLEGE,Computer Science Technology - Software Engineering,46,14,30.4%,
MOHAWK COLLEGE,Computer Systems Technician - Network Systems,22,8,36.4%,
MOHAWK COLLEGE,Computer Systems Technician - Software Support,*,*,*,
MOHAWK COLLEGE,Computer Systems Technology - Network Engineering And Security Analyst,33,9,27.3%,
MOHAWK COLLEGE,Concurrent Disorders,14,11,78.6%,
MOHAWK COLLEGE,Construction Engineering Technician,20,2,10.0%,
MOHAWK COLLEGE,Construction Engineering Technician - Building Renovation,10,1,10.0%,
MOHAWK COLLEGE,Creative Photography- Still And Motion,9,5,55.6%,
MOHAWK COLLEGE,Diagnostic Cardiac Sonography,14,3,21.4%,
MOHAWK COLLEGE,Early Childhood Education,93,32,34.4%,
MOHAWK COLLEGE,Educational Assistant,36,10,27.8%,
MOHAWK COLLEGE,Electrical Engineering Technician - Power,31,7,22.6%,
MOHAWK COLLEGE,Electrical Engineering Technology - Control,41,11,26.8%,
MOHAWK COLLEGE,Electronics Engineering Technician,27,8,29.6%,
MOHAWK COLLEGE,Energy Systems Engineering Technology - Clean And Renewable Energy,16,6,37.5%,
MOHAWK COLLEGE,Environmental Technician,11,4,36.4%,
MOHAWK COLLEGE,Event Management - Convention And Meeting,10,5,50.0%,
MOHAWK COLLEGE,Gas And Oil Burner Technician 2,19,7,36.8%,
MOHAWK COLLEGE,General Arts And Science,71,21,29.6%,
MOHAWK COLLEGE,Graphic Design Production - Creative Studio,22,4,18.2%,
MOHAWK COLLEGE,Graphic Design Production - Digital Media,29,9,31.0%,
MOHAWK COLLEGE,Graphic Design Production - Integrated Media Arts,17,4,23.5%,
MOHAWK COLLEGE,"Health, Wellness And Fitness",42,13,31.0%,
MOHAWK COLLEGE,"Heating, Refrigeration And Air Conditioning Techniques",12,7,58.3%,
MOHAWK COLLEGE,Human Resources Management,16,6,37.5%,
MOHAWK COLLEGE,Human Services Foundation,*,*,*,
MOHAWK COLLEGE,Industrial Woodworking Technician,9,2,22.2%,
MOHAWK COLLEGE,Industrial Woodworking Techniques,*,*,*,
MOHAWK COLLEGE,Instructor For Blind And Visually Impaired - Orientation And Mobility,*,*,*,
MOHAWK COLLEGE,Instructor For Blind And Visually Impaired - Rehabilitation,*,*,*,
MOHAWK COLLEGE,Insurance,50,14,28.0%,
MOHAWK COLLEGE,Journalism - Print And Broadcast,27,4,14.8%,
MOHAWK COLLEGE,Law And Security Administration - Private Security,71,17,23.9%,
MOHAWK COLLEGE,Manufacturing Engineering Technician - Automation,10,5,50.0%,
MOHAWK COLLEGE,Mechanical Engineering Technology,24,6,25.0%,
MOHAWK COLLEGE,Motive Power Fundamentals,*,*,*,
MOHAWK COLLEGE,Motive Power Technician,14,7,50.0%,
MOHAWK COLLEGE,Occupational Therapist Assistant/Physiotherapist Assistant (Ota/Pta),17,5,29.4%,
MOHAWK COLLEGE,Office Administration - General,151,73,48.3%,
MOHAWK COLLEGE,Personal Support Worker,23,9,39.1%,
MOHAWK COLLEGE,Pharmacy Technician,11,1,9.1%,
MOHAWK COLLEGE,Police Foundations,66,19,28.8%,
MOHAWK COLLEGE,Power Engineering Techniques,8,3,37.5%,
MOHAWK COLLEGE,Practical Nursing,95,24,25.3%,
MOHAWK COLLEGE,Pre-Justice,7,3,42.9%,
MOHAWK COLLEGE,Pre-Health,57,19,33.3%,
MOHAWK COLLEGE,Pre-Media And Entertainment,12,6,50.0%,
MOHAWK COLLEGE,Pre-Technology,24,7,29.2%,
MOHAWK COLLEGE,Public Relations,18,9,50.0%,
MOHAWK COLLEGE,Quality Engineering Technician - Non Destructive Evaluation,11,3,27.3%,
MOHAWK COLLEGE,Recreation And Leisure Services,40,15,37.5%,
MOHAWK COLLEGE,Small Business And Entrepreneurship,18,4,22.2%,
MOHAWK COLLEGE,Social Service Worker,66,27,40.9%,
MOHAWK COLLEGE,Tourism And Travel,49,17,34.7%,
MOHAWK COLLEGE,Transportation Engineering Technology,23,10,43.5%,
MOHAWK COLLEGE,Utilities System Operator,6,3,50.0%,
MOHAWK COLLEGE Total,,"2,305",743,32.2%,
,,, , ,
NIAGARA COLLEGE,Acting For Film And Television,18,8,44.4%,
NIAGARA COLLEGE,Advanced Lasers,*,*,*,
NIAGARA COLLEGE,Art And Design Foundation,10,3,30.0%,
NIAGARA COLLEGE,Bachelor Of Applied Business (Hospitality Operations Management),9,3,33.3%,
NIAGARA COLLEGE,Bachelor Of Applied Business (International Commerce And Global Development),20,5,25.0%,
NIAGARA COLLEGE,Brewmaster And Brewery Operations Management,11,0,0.0%,
NIAGARA COLLEGE,"Broadcasting - Radio, Television And Film",53,12,22.6%,
NIAGARA COLLEGE,Business,47,20,42.6%,
NIAGARA COLLEGE,Business - Accounting,32,11,34.4%,
NIAGARA COLLEGE,Business - International Business,19,6,31.6%,
NIAGARA COLLEGE,Business - Sales And Marketing,42,10,23.8%,
NIAGARA COLLEGE,Business Administration - Accounting,25,11,44.0%,
NIAGARA COLLEGE,Business Administration - Common,23,3,13.0%,
NIAGARA COLLEGE,Business Administration - Human Resources,8,2,25.0%,
NIAGARA COLLEGE,Business Administration - International Business,7,3,42.9%,
NIAGARA COLLEGE,Business Administration - Marketing,13,7,53.8%,
NIAGARA COLLEGE,Business Administration - Operations Management,12,5,41.7%,
NIAGARA COLLEGE,Business Administration - Professional Golf Management,18,6,33.3%,
NIAGARA COLLEGE,Child And Youth Worker,32,11,34.4%,
NIAGARA COLLEGE,Civil Engineering Technician,11,2,18.2%,
NIAGARA COLLEGE,Community And Justice Services,40,17,42.5%,
NIAGARA COLLEGE,Computer Engineering Technology,35,12,34.3%,
NIAGARA COLLEGE,Computer Programmer Analyst,20,4,20.0%,
NIAGARA COLLEGE,Computer Systems Technician,6,2,33.3%,
NIAGARA COLLEGE,Construction Engineering Technology,20,4,20.0%,
NIAGARA COLLEGE,Construction Techniques,10,2,20.0%,
NIAGARA COLLEGE,Culinary Innovation And Food Technology,*,*,*,
NIAGARA COLLEGE,Culinary Management,59,10,16.9%,
NIAGARA COLLEGE,Culinary Skills - Chef Training,34,8,23.5%,
NIAGARA COLLEGE,Dental Assisting (Level I And Ii),19,6,31.6%,
NIAGARA COLLEGE,Dental Hygiene,35,18,51.4%,
NIAGARA COLLEGE,Dental Office Administration,13,8,61.5%,
NIAGARA COLLEGE,Digital Photography,24,10,41.7%,
NIAGARA COLLEGE,Early Childhood Education,66,26,39.4%,
NIAGARA COLLEGE,Early Childhood Education - Resource Teacher,*,*,*,
NIAGARA COLLEGE,Ecosystem Restoration,17,7,41.2%,
NIAGARA COLLEGE,Educational Assistant - Special Needs Support,56,18,32.1%,
NIAGARA COLLEGE,Electrical Engineering Technician,27,8,29.6%,
NIAGARA COLLEGE,Environmental Management And Assessment,21,5,23.8%,
NIAGARA COLLEGE,Environmental Technician - Field And Laboratory,17,8,47.1%,
NIAGARA COLLEGE,Esthetician,46,19,41.3%,
NIAGARA COLLEGE,Event Management,15,6,40.0%,
NIAGARA COLLEGE,Fitness And Health Promotion,31,7,22.6%,
NIAGARA COLLEGE,Game Development,*,*,*,
NIAGARA COLLEGE,General Arts And Science,59,22,37.3%,
NIAGARA COLLEGE,General Arts And Science - One-Year,65,21,32.3%,
NIAGARA COLLEGE,Geographic Information Systems,50,19,38.0%,
NIAGARA COLLEGE,Geographic Information Systems - Geospacial Management,15,5,33.3%,
NIAGARA COLLEGE,Graphic Design,25,8,32.0%,
NIAGARA COLLEGE,Graphic Design Production - Art And Design Fundamentals,*,*,*,
NIAGARA COLLEGE,Greenhouse Technician,15,6,40.0%,
NIAGARA COLLEGE,Hairstyling Techniques,37,20,54.1%,
NIAGARA COLLEGE,Horticultural Technician,17,3,17.6%,
NIAGARA COLLEGE,Hospitality And Tourism Management,*,*,*,
NIAGARA COLLEGE,Hotel And Restaurant Administration,25,9,36.0%,
NIAGARA COLLEGE,Human Resources Management,22,8,36.4%,
NIAGARA COLLEGE,Journalism - Print,47,17,36.2%,
NIAGARA COLLEGE,Landscape Horticulture Techniques,*,*,*,
NIAGARA COLLEGE,Landscape Technician,19,5,26.3%,
NIAGARA COLLEGE,Law And Security Administration - Private Security,23,12,52.2%,
NIAGARA COLLEGE,Law Clerk,47,18,38.3%,
NIAGARA COLLEGE,Manufacturing Engineering Technician,*,*,*,
NIAGARA COLLEGE,Mechanical Engineering Technician,*,*,*,
NIAGARA COLLEGE,Mechanical Engineering Technology,6,1,16.7%,
NIAGARA COLLEGE,Military Arts And Science,*,*,*,
NIAGARA COLLEGE,Motive Power Automotive Co-Op,*,*,*,
NIAGARA COLLEGE,Motive Power Technician - Automotive,21,9,42.9%,
NIAGARA COLLEGE,Motive Power Techniques,*,*,*,
NIAGARA COLLEGE,New Media Web Design,8,2,25.0%,
NIAGARA COLLEGE,Occupational Therapist Assistant And Physiotherapist Assistant,10,2,20.0%,
NIAGARA COLLEGE,Office Administration - Executive,42,10,23.8%,
NIAGARA COLLEGE,Office Administration - General,6,2,33.3%,
NIAGARA COLLEGE,Paramedic,28,16,57.1%,
NIAGARA COLLEGE,Personal Support Worker,46,23,50.0%,
NIAGARA COLLEGE,Pharmacy Technician,17,3,17.6%,
NIAGARA COLLEGE,Photonics Engineering Technician,5,3,60.0%,
NIAGARA COLLEGE,Police Foundations,111,31,27.9%,
NIAGARA COLLEGE,Practical Nursing,102,38,37.3%,
NIAGARA COLLEGE,Pre-Community Services,8,3,37.5%,
NIAGARA COLLEGE,Public Relations,11,7,63.6%,
NIAGARA COLLEGE,Recreation And Leisure Services,14,2,14.3%,
NIAGARA COLLEGE,Recreation Therapy,15,5,33.3%,
NIAGARA COLLEGE,Renewable Energies Technician,*,*,*,
NIAGARA COLLEGE,Renovation Technician-Construction,15,1,6.7%,
NIAGARA COLLEGE,Retail Pharmacy Assistant,*,*,*,
NIAGARA COLLEGE,Social Service Worker,37,10,27.0%,
NIAGARA COLLEGE,Tourism,21,6,28.6%,
NIAGARA COLLEGE,Welding Technician,19,2,10.5%,
NIAGARA COLLEGE,Welding Techniques,*,*,*,
NIAGARA COLLEGE,Wine Business Management,*,*,*,
NIAGARA COLLEGE Total,,"2,074",696,33.6%,
,,,,,
NORTHERN COLLEGE,(P-T) Human Resources Management ,*,*,*,
NORTHERN COLLEGE,Animal Grooming,8,2,25.0%,
NORTHERN COLLEGE,Building Inspection Technician,*,*,*,
NORTHERN COLLEGE,Business,*,*,*,
NORTHERN COLLEGE,Business - Accounting,9,3,33.3%,
NORTHERN COLLEGE,Business Administration,*,*,*,
NORTHERN COLLEGE,Business Administration - Accounting,*,*,*,
NORTHERN COLLEGE,Business Administration - Human Resources,*,*,*,
NORTHERN COLLEGE,Business Administration - Marketing,*,*,*,
NORTHERN COLLEGE,Child And Youth Worker,7,1,14.3%,
NORTHERN COLLEGE,Collaborative Nursing,18,4,22.2%,
NORTHERN COLLEGE,College Vocational,*,*,*,
NORTHERN COLLEGE,Community Economic And Social Development Administration,*,*,*,
NORTHERN COLLEGE,Computer Engineering Technician,*,*,*,
NORTHERN COLLEGE,Construction Engineering Technician - Building Management,*,*,*,
NORTHERN COLLEGE,Developmental Services Worker,6,1,16.7%,
NORTHERN COLLEGE,Drug And Alcohol Counsellor,*,*,*,
NORTHERN COLLEGE,Early Childhood Education,15,9,60.0%,
NORTHERN COLLEGE,Educational Assistant,*,*,*,
NORTHERN COLLEGE,Electrical Engineering Technician,10,2,20.0%,
NORTHERN COLLEGE,Electrical Engineering Technology,*,*,*,
NORTHERN COLLEGE,Environmental Technician – Water And Waste Water Systems Operations,*,*,*,
NORTHERN COLLEGE,General Arts And Science,*,*,*,
NORTHERN COLLEGE,Instrumentation Engineering Technician - Industrial,9,1,11.1%,
NORTHERN COLLEGE,Law Clerk,15,7,46.7%,
NORTHERN COLLEGE,Mechanical Technician – Industrial Millwright,*,*,*,
NORTHERN COLLEGE,Medical Laboratory Technician,7,2,28.6%,
NORTHERN COLLEGE,Mining Engineering Technician,*,*,*,
NORTHERN COLLEGE,Motive Power Technician - Heavy Equipment,*,*,*,
